No,Intent,Category,Question
1196,campus_location,Campus Location,What is Gate 3 used for?
1197,campus_location,Campus Location,Which places are convenient from Gate 3?
1198,campus_location,Campus Location,How do I enter campus through Gate 4?
1199,campus_location,Campus Location,What is Gate 4 used for?
1200,campus_location,Campus Location,Which places are convenient from Gate 4?
1201,campus_location,Campus Location,How do I enter campus through Gate 5 (Hostel Gate)?
1202,campus_location,Campus Location,What is Gate 5 (Hostel Gate) used for?
1203,campus_location,Campus Location,Which places are convenient from Gate 5 (Hostel Gate)?
1204,campus_location,Campus Location,How do I enter campus through Gate 6?
1205,campus_location,Campus Location,What is Gate 6 used for?
1206,campus_location,Campus Location,Which places are convenient from Gate 6?
1207,campus_location,Campus Location,How do I enter campus through Gate 7?
1208,campus_location,Campus Location,What is Gate 7 used for?
1209,campus_location,Campus Location,Which places are convenient from Gate 7?
1210,campus_location,Campus Location,Which gate is near LRT Taman Melati Station?
1211,campus_location,Campus Location,Is LRT Taman Melati Station near campus?
1212,campus_location,Campus Location,Which gate is near Bus Stop (LRT Wangsa Maju)?
1213,campus_location,Campus Location,Is Bus Stop (LRT Wangsa Maju) near campus?
1214,campus_location,Campus Location,Which gate is near Bus Stops 1-5?
1215,campus_location,Campus Location,Is Bus Stops 1-5 near campus?
1216,campus_location,Campus Location,Where is FOCS?
1217,campus_location,Campus Location,Where is FOAS?
1218,campus_location,Campus Location,Where is FOET?
1219,campus_location,Campus Location,Where is FOBE?
1220,campus_location,Campus Location,Where is FSSH?
1221,campus_location,Campus Location,Where is FCCI?
1222,campus_location,Campus Location,Where is CPUS?
1223,campus_location,Campus Location,Where is CPSR?
1224,campus_location,Campus Location,Where is CPE?
1225,campus_location,Campus Location,Where is CBEIV?
1226,campus_location,Campus Location,Where is the Club House?
1227,campus_location,Campus Location,Where are the futsal and netball courts?
1228,campus_location,Campus Location,Where are the basketball courts?
1229,campus_location,Campus Location,Where is the LRT Wangsa Maju bus stop?
1230,campus_location,Campus Location,Where are Bus Stops 1-5?
1231,wifi_problem,Wifi Problem,My WiFi is not working
1232,wifi_problem,Wifi Problem,I cannot connect to WiFi
1233,wifi_problem,Wifi Problem,University WiFi problem
1234,wifi_problem,Wifi Problem,WiFi connection problem
1235,wifi_problem,Wifi Problem,Why can't I access university WiFi?
1236,wifi_problem,Wifi Problem,Campus WiFi is not working
1237,wifi_problem,Wifi Problem,I cannot connect to campus internet
1238,wifi_problem,Wifi Problem,The university WiFi does not work
1239,wifi_problem,Wifi Problem,My internet connection is not working
1240,wifi_problem,Wifi Problem,WiFi keeps disconnecting
1241,wifi_problem,Wifi Problem,I lost my WiFi connection
1242,wifi_problem,Wifi Problem,Campus internet problem
1243,wifi_problem,Wifi Problem,How do I connect to university WiFi?
1244,wifi_problem,Wifi Problem,University network problem
1245,wifi_problem,Wifi Problem,WiFi login problem
1246,wifi_problem,Wifi Problem,I cannot access the student WiFi
1247,wifi_problem,Wifi Problem,The WiFi connection is slow
1248,wifi_problem,Wifi Problem,Why is campus WiFi not connecting?
1249,wifi_problem,Wifi Problem,I have a problem with university internet
1250,wifi_problem,Wifi Problem,Help me fix the WiFi
1251,wifi_problem,Wifi Problem,Why does the campus Wi-Fi say invalid authentication?
1252,wifi_problem,Wifi Problem,I am connected to Wi-Fi but there is no internet access.
1253,wifi_problem,Wifi Problem,How do I re-authenticate my device on campus Wi-Fi?
1254,wifi_problem,Wifi Problem,The student Wi-Fi network is extremely slow today.
1255,wifi_problem,Wifi Problem,Why does campus internet keep dropping connection?
1256,wifi_problem,Wifi Problem,How do I configure Wi-Fi settings on my mobile phone?
1257,wifi_problem,Wifi Problem,I cannot log in to the campus wireless network.
1258,wifi_problem,Wifi Problem,Why is the Wi-Fi signal so weak in Block B?
1259,wifi_problem,Wifi Problem,Is the university Wi-Fi server currently down?
1260,wifi_problem,Wifi Problem,How can I solve the Wi-Fi IP configuration error?
1261,wifi_problem,Wifi Problem,Why can't my laptop detect the campus Wi-Fi SSID?
1262,wifi_problem,Wifi Problem,The campus Wi-Fi login portal is not loading.
1263,wifi_problem,Wifi Problem,How do I connect my tablet to student Wi-Fi?
1264,wifi_problem,Wifi Problem,My Wi-Fi keeps disconnecting every few minutes.
1265,wifi_problem,Wifi Problem,Who can fix my campus wireless connection issue?
1266,wifi_problem,Wifi Problem,Wifi issue
1267,wifi_problem,Wifi Problem,Wifi down
1268,wifi_problem,Wifi Problem,No internet
1269,wifi_problem,Wifi Problem,Wifi not connecting
1270,wifi_problem,Wifi Problem,Fix my wifi
1271,wifi_problem,Wifi Problem,Campus Wi-Fi is down
1272,wifi_problem,Wifi Problem,My campus internet is offline
1273,wifi_problem,Wifi Problem,The university WiFi keeps dropping
1274,wifi_problem,Wifi Problem,Why does the campus WiFi disconnect?
1275,wifi_problem,Wifi Problem,My laptop cannot join the university network
1276,wifi_problem,Wifi Problem,My phone will not connect to campus WiFi
1277,wifi_problem,Wifi Problem,I cannot access the campus network
1278,wifi_problem,Wifi Problem,The wireless network is unstable
1279,wifi_problem,Wifi Problem,Campus internet keeps disconnecting
1280,wifi_problem,Wifi Problem,How do I fix my university WiFi?
1281,wifi_problem,Wifi Problem,Why is my WiFi connection so slow?
1282,wifi_problem,Wifi Problem,My university WiFi stopped working
1283,wifi_problem,Wifi Problem,I need help with campus WiFi
1284,wifi_problem,Wifi Problem,How can I reconnect to the university wireless network?
1285,wifi_problem,Wifi Problem,The WiFi login is not working
1286,wifi_problem,Wifi Problem,I need help with campus internet
1287,wifi_problem,Wifi Problem,Can someone help me connect to WiFi?
1288,wifi_problem,Wifi Problem,My wireless access is having problems
1289,password_problem,Password Problem,I forgot my password
1290,password_problem,Password Problem,How can I reset my password?
1291,password_problem,Password Problem,Student portal password problem
1292,password_problem,Password Problem,Cannot login to my account
1293,password_problem,Password Problem,Password reset
1294,password_problem,Password Problem,I cannot remember my password
1295,password_problem,Password Problem,How do I change my password?
1296,password_problem,Password Problem,My password does not work
1297,password_problem,Password Problem,I forgot my student portal password
1298,password_problem,Password Problem,I cannot access my account
1299,password_problem,Password Problem,How can I recover my password?
1300,password_problem,Password Problem,My login password is not working
1301,password_problem,Password Problem,I need to reset my account password
1302,password_problem,Password Problem,How do I recover my student account?
1303,password_problem,Password Problem,I cannot log into the portal
1304,password_problem,Password Problem,Student account login problem
1305,password_problem,Password Problem,My university account is locked
1306,password_problem,Password Problem,How can I unlock my account?
1307,password_problem,Password Problem,I have a password issue
1308,password_problem,Password Problem,Help me with my student login
1309,password_problem,Password Problem,How do I reset my forgotten student portal password?
1310,password_problem,Password Problem,My account is locked due to multiple wrong password attempts.
1311,password_problem,Password Problem,Where is the self-service password reset link?
1312,password_problem,Password Problem,How do I update my expired student account password?
1313,password_problem,Password Problem,I cannot log in because of password authentication error.
1314,password_problem,Password Problem,How do I unblock my locked university login account?
1315,password_problem,Password Problem,I am unable to access my student email password.
1316,password_problem,Password Problem,Where can I change my portal login credentials?
1317,password_problem,Password Problem,Why is my password being rejected by the system?
1318,password_problem,Password Problem,How long does it take for a password reset link to arrive?
1319,password_problem,Password Problem,Can I change my password from my phone?
1320,password_problem,Password Problem,What are the password security requirements for student accounts?
1321,password_problem,Password Problem,"Help, my student account has been locked out!"
1322,password_problem,Password Problem,How do I recover access after forgetting my password?
1323,password_problem,Password Problem,Who can unlock my account if password reset fails?
1324,password_problem,Password Problem,Reset password
1325,password_problem,Password Problem,Forgot password
1326,password_problem,Password Problem,Locked out
1327,password_problem,Password Problem,Can't log in
1328,password_problem,Password Problem,I cannot log into the student portal
1329,password_problem,Password Problem,My student portal credentials do not work
1330,password_problem,Password Problem,How do I recover my portal password?
1331,password_problem,Password Problem,How do I update my student password?
1332,password_problem,Password Problem,My login password has expired
1333,password_problem,Password Problem,What do I do if I am locked out?
1334,password_problem,Password Problem,I am locked out of my university account
1335,password_problem,Password Problem,Can the IT desk reset my password?
1336,password_problem,Password Problem,How can I change my portal password?
1337,password_problem,Password Problem,My account password is incorrect
1338,password_problem,Password Problem,I need help with my student login
